what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1349709955646
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1349709955646
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1349709955648
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1349709955652
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1349709955657
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1349709955665
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1349709955685
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1349709955687
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1349709955694
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1349709955702
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1349709955708
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1349709955717
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1349709955730
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1349709955742
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1349709955756
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1349709955756
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1349709955768
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1349709955775
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1349709955785
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1349709955789
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1349709955800
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1349709955811
os,sysinfo,,,"macosx",1349709955814
arch,sysinfo,,,"x86",1349709955814
ws,sysinfo,,,"cocoa",1349709955814
locale,sysinfo,,,"en_US",1349709955814
processors,sysinfo,,,"2",1349709955814
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349709955814
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1349709955814
java.specification.name,sysinfo,,,"Java Platform API Specification",1349709955814
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349709955814
java.specification.version,sysinfo,,,"1.6",1349709955814
java.vendor,sysinfo,,,"Apple Inc.",1349709955814
java.version,sysinfo,,,"1.6.0_35",1349709955814
java.vm.info,sysinfo,,,"mixed mode",1349709955814
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349709955814
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349709955814
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349709955814
java.vm.specification.version,sysinfo,,,"1.0",1349709955814
java.vm.vendor,sysinfo,,,"Apple Inc.",1349709955814
java.vm.version,sysinfo,,,"20.10-b01-428",1349709955814
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349709955895
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349709956024
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1349709956030
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1349709956076
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1349709956316
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1349709956639
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1349709956878
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1349709957016
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1349709957208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349709957830
